Property,Project Name,Type of Property,Transaction Type,City,Area Name,Location,Price,Covered Area,Carpet Area,Carpet Area Unit,Bathroom,Floor No,Ownership Type,Possession Status,furnished Type,isPrimeLocationProperty,Gymnasium,Swimming Pool,Security,Club House,Developer,Maintenance Charges,Maintenance Type,Parking Lot Count,Has Covered Parking,Price per sqm
2 BHK Flat,Shreepati Residency,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",3500000,820,700,Sq-ft,2,9,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Ashirwad Builders,1000,Monthly,1,1,4268.292683
1 BHK Flat,Lodha Casa Bella Gold,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",3400000,694,495,Sq-ft,1,5,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Lodha,2200,Monthly,1,1,4899.135447
1 BHK Flat,,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",3200000,774,510,Sq-ft,1,,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,2200,Monthly,1,1,4134.366925
2 BHK Flat,Lodha Casa Bella Gold,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",5400000,918,655,Sq-ft,2,12,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Lodha,,Monthly,1,1,5882.352941
1 BHK Flat,,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",3400000,981,504,Sq-ft,1,17,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,1899,Monthly,1,1,3465.851172
2 BHK Flat,,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",4300000,981,634,Sq-ft,2,4,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,2499,Monthly,1,1,4383.282365
1 BHK Flat,Mahaavir Pride,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",4500000,610,436,Sq-ft,2,21,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Mahaavir Universal Homes Pvt. Ltd.,0,Monthly,1,0,7377.04918
2 BHK Flat,,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",6750000,850,562,Sq-ft,2,5,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,3000,Monthly,1,0,7941.176471
3 BHK Flat,Sai World Dreams,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",14150000,2100,1313,Sq-ft,3,,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Paradise Group,7000,Monthly,1,1,6738.095238
2 BHK Flat,Runwal Mycity Phase 2,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",4100000,850,540,Sq-ft,2,15,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,0,Monthly,1,1,4823.529412
2 BHK Flat,Runwal MyCity,Apartment,New Property,Thane,Usarghar Gaon,"Usarghar Gaon, Thane",5600000,540,540,Sq-ft,2,13,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Runwal Developers,4,Per sq. Unit Monthly,1,1,10370.37037
1 BHK Flat,Runwal MyCity,Apartment,New Property,Thane,Usarghar Gaon,"Usarghar Gaon, Thane",4000000,386,386,Sq-ft,1,13,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Runwal Developers,4,Per sq. Unit Monthly,1,1,10362.6943
2 BHK Flat,,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",6000000,1200,900,Sq-ft,2,2,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,,1800,Monthly,1,0,5000
1 BHK Flat,Mahaavir Pride,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",4499000,670,433,Sq-ft,2,9,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Mahaavir Universal Homes Pvt. Ltd.,1800,Monthly,1,1,6714.925373
2 BHK Flat,Regency Anantam,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",8499000,1205,778,Sq-ft,2,10,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Regency Group,2500,Monthly,1,1,7053.112033
2 BHK Flat,Siddharth Riverwood Park,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",5500000,1050,645,Sq-ft,2,24,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Siddharth Group,0,Monthly,1,1,5238.095238
2 BHK Flat,,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",5300000,600,585,Sq-ft,2,5,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,2000,Monthly,1,0,8833.333333
1 BHK Flat,Marathon Nexworld,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",3800000,495,360,Sq-ft,2,33,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Marathon Realty Pvt. Ltd.,0,Monthly,1,1,7676.767677
2 BHK Flat,,Apartment,Resale,Thane,Dombivli East,"Dombivli East, Thane",5000000,954,675,Sq-ft,2,3,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,1300,Per sq. Unit Monthly,1,0,5241.090147
1 BHK Flat,Runwal Gardens,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",5300000,471,471,Sq-ft,1,14,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Runwal Developers,3,Per sq. Unit Monthly,1,1,11252.65393
2 BHK Flat,Lodha Codename Central,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",5849000,540,540,Sq-ft,2,9,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Lodha,3,Per sq. Unit Monthly,1,1,10831.48148
1 BHK Flat,Runwal Gardens,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",3500000,590,347,Sq-ft,1,14,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Runwal Developers,5,Per sq. Unit Monthly,1,1,5932.20339
2 BHK Flat,Sai World Dreams,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",7550000,1170,730,Sq-ft,2,5,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Paradise Group,4500,Monthly,1,0,6452.991453
1 BHK Flat,Sai World Dreams,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",4700000,720,450,Sq-ft,2,18,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Paradise Group,3,Per sq. Unit Monthly,1,1,6527.777778
1 BHK Flat,Mokshit Majesta,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",3650000,695,425,Sq-ft,1,,,Mar '24,Unfurnished,1,0,0,0,0,Ashapura Builders and Developers,,,1,1,5251.798561
2 BHK Flat,Lodha Codename Central,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",6799000,656,656,Sq-ft,2,20,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Lodha,3280,Monthly,1,1,10364.32927
3 BHK Flat,Runwal Gardens,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",11900000,908,908,Sq-ft,2,15,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Runwal Developers,1,Monthly,1,1,13105.72687
1 BHK Flat,Lodha Codename Premier,Apartment,New Property,Thane,Dombivli East,"Dombivli East, Thane",4399000,724,444,Sq-ft,2,5,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Lodha,1110,Monthly,1,1,6075.966851
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",17500000,1100,700,Sq-ft,2,7,Freehold,Ready to Move,Furnished,1,1,1,1,1,,,,0,0,15909.09091
3 BHK Flat,,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",32500000,1500,116,Sq-ft,4,20,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,10000,Monthly,0,0,21666.66667
2 BHK Flat,Bhimashankar Heights,Apartment,New Property,Mumbai,Kandarpada,"Kandarpada, Mumbai",19500000,900,734,Sq-ft,2,14,Co-operative Society,Ready to Move,Unfurnished,1,1,0,1,0,Malhar Construction,7000,Monthly,1,1,21666.66667
2 BHK Flat,Bhimashankar Heights,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",19000000,953,753,Sq-ft,2,19,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Malhar Construction,7500,Monthly,0,0,19937.04092
1 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",8600001,600,405,Sq-ft,2,6,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,2000,Monthly,1,0,14333.335
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",9900000,685,425,Sq-ft,2,2,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,2560,Monthly,1,0,14452.55474
2 BHK Flat,,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",18600000,1015,667,Sq-ft,2,7,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,,6500,Monthly,1,1,18325.12315
2 BHK Flat,Vaayu,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",15600000,981,542,Sq-ft,2,5,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Kolte Patil Developers Ltd.,0,Monthly,0,0,15902.14067
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",17500000,1000,800,Sq-ft,2,1,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,,,0,0,17500
2 BHK Flat,Vaayu,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",16500000,850,685,Sq-ft,2,,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kolte Patil Developers Ltd.,6000,Monthly,0,0,19411.76471
2 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",19000000,953,753,Sq-ft,2,19,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,,5000,Monthly,0,0,19937.04092
2 BHK Flat,Bhimashankar Heights,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",18800000,980,770,Sq-ft,2,14,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Malhar Construction,5000,Monthly,1,1,19183.67347
3 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",18505000,1500,1100,Sq-ft,3,2,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,3500,Monthly,1,0,12336.66667
3 BHK Flat,Bhimashankar Heights,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",26000000,1650,995,Sq-ft,3,18,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Malhar Construction,5000,Monthly,1,1,15757.57576
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",9700000,450,360,Sq-ft,1,1,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,2500,Monthly,1,0,21555.55556
2 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",14000000,1062,708,Sq-ft,2,2,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,2376,Monthly,0,0,13182.6742
1 BHK Flat,,Apartment,Resale,Mumbai,Mhatre Wadi,"Mhatre Wadi, Mumbai",8800000,650,450,Sq-ft,1,2,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,,2000,Monthly,1,0,13538.46154
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",21500000,985,725,Sq-ft,2,,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,0,Monthly,1,1,21827.41117
2 BHK Flat,,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",18600000,1050,667,Sq-ft,2,6,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,6500,Monthly,1,1,17714.28571
2 BHK Flat,Vaayu,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",15600000,981,542,Sq-ft,2,5,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Kolte Patil Developers Ltd.,0,Monthly,0,0,15902.14067
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",19500000,1100,750,Sq-ft,,18,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,,,0,0,17727.27273
2 BHK Flat,The Wadhwa Viceroy Park,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",14000000,778,515,Sq-ft,2,8,Leasehold,Ready to Move,Unfurnished,1,1,1,1,1,,6690,Monthly,1,1,17994.85861
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",6500000,500,330,Sq-ft,1,2,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,1300,Monthly,1,0,13000
2 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",19000000,953,753,Sq-ft,2,19,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,,5000,Monthly,0,0,19937.04092
3 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",24000000,1195,995,Sq-ft,3,19,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,,5000,Monthly,0,0,20083.68201
2 BHK Flat,Bhimashankar Heights,Apartment,New Property,Mumbai,Kandarpada,"Kandarpada, Mumbai",19500000,900,753,Sq-ft,2,18,Co-operative Society,Ready to Move,Unfurnished,1,1,0,1,1,Malhar Construction,7000,Monthly,1,1,21666.66667
2 BHK Flat,Bhimashankar Heights,Apartment,New Property,Mumbai,Kandarpada,"Kandarpada, Mumbai",18000000,1000,750,Sq-ft,2,12,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Malhar Construction,5000,Monthly,1,1,18000
2 BHK Flat,Bhimashankar Heights,Apartment,New Property,Mumbai,Kandarpada,"Kandarpada, Mumbai",18000000,934,734,Sq-ft,2,3,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Malhar Construction,5000,Monthly,1,1,19271.94861
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",21500000,985,725,Sq-ft,2,,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,0,Monthly,1,1,21827.41117
2 BHK Flat,,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",18600000,1050,667,Sq-ft,2,6,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,6500,Monthly,1,1,17714.28571
2 BHK Flat,Vaayu,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",15600000,981,542,Sq-ft,2,5,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Kolte Patil Developers Ltd.,0,Monthly,0,0,15902.14067
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",19500000,1100,750,Sq-ft,,18,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,,,0,0,17727.27273
2 BHK Flat,The Wadhwa Viceroy Park,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",14000000,778,515,Sq-ft,2,8,Leasehold,Ready to Move,Unfurnished,1,1,1,1,1,,6690,Monthly,1,1,17994.85861
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",6500000,500,330,Sq-ft,1,2,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,1300,Monthly,1,0,13000
2 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",19000000,953,753,Sq-ft,2,19,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,,5000,Monthly,0,0,19937.04092
3 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",24000000,1195,995,Sq-ft,3,19,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,,5000,Monthly,0,0,20083.68201
2 BHK Flat,Bhimashankar Heights,Apartment,New Property,Mumbai,Kandarpada,"Kandarpada, Mumbai",19500000,900,753,Sq-ft,2,18,Co-operative Society,Ready to Move,Unfurnished,1,1,0,1,1,Malhar Construction,7000,Monthly,1,1,21666.66667
2 BHK Flat,Bhimashankar Heights,Apartment,New Property,Mumbai,Kandarpada,"Kandarpada, Mumbai",18000000,1000,750,Sq-ft,2,12,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Malhar Construction,5000,Monthly,1,1,18000
2 BHK Flat,Bhimashankar Heights,Apartment,New Property,Mumbai,Kandarpada,"Kandarpada, Mumbai",18000000,934,734,Sq-ft,2,3,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Malhar Construction,5000,Monthly,1,1,19271.94861
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",6000000,368,,,1,,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,1,1,16304.34783
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",18000000,1150,,,2,17,,Ready to Move,Furnished,0,0,0,0,0,,,,1,0,15652.17391
2 BHK Flat,Bona Venture,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",18000000,1100,,,2,18,,Ready to Move,Semi-Furnished,0,0,0,0,0,Moonstar Enterprise,,,0,0,16363.63636
1 BHK Flat,Chamunda Vihar CHS,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",5800000,325,280,Sq-ft,1,1,Co-operative Society,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,17846.15385
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",8000000,370,348,Sq-ft,1,3,Freehold,Ready to Move,Unfurnished,1,0,0,0,0,,,,1,0,21621.62162
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",3500000,250,250,Sq-ft,1,5,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,14000
1 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",8000000,500,,,1,6,,Ready to Move,Unfurnished,1,0,0,0,0,,,,1,0,16000
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",8000000,450,,,1,,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,17777.77778
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",9000000,418,418,Sq-ft,2,4,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,1,1,21531.10048
1 BHK Flat,Raviraj Tarang,Apartment,Resale,Mumbai,Mhatre Wadi,"Mhatre Wadi, Mumbai",12500000,660,451,Sq-ft,2,7,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,18939.39394
2 BHK Flat,Park Residences,Apartment,New Property,Mumbai,Gomant Nagar,"Gomant Nagar, Mumbai",18600000,853,656,Sq-ft,2,12,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Gaiagen Technologies Private Limited,0,Monthly,1,1,21805.39273
2 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",12500000,1050,655,Sq-ft,2,7,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,2500,Monthly,0,0,11904.7619
1 BHK Flat,Rustomjee Regal,Apartment,Resale,Mumbai,Leo Peter Wadi,"Leo Peter Wadi, Mumbai",12100000,585,450,Sq-ft,2,6,Co-operative Society,Ready to Move,Semi-Furnished,1,1,1,1,1,Rustomjee,0,Monthly,1,0,20683.76068
1 BHK Flat,Vithal CHS Ltd,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",10500000,540,450,Sq-ft,1,5,,Ready to Move,Semi-Furnished,1,1,1,1,1,Cooperative Group Housing Society,,,0,0,19444.44444
2 BHK Flat,Rustomjee Regency,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",17500000,900,,,2,7,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,19444.44444
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",6000000,400,327,Sq-ft,1,4,Co-operative Society,Ready to Move,Furnished,0,0,0,1,0,,450,Monthly,1,0,15000
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",10000000,470,,,1,3,,Ready to Move,Furnished,0,0,0,0,0,,,,0,0,21276.59574
1 BHK Flat,Rustomjee Regency,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",12000000,600,450,Sq-ft,1,1,Co-operative Society,Ready to Move,Semi-Furnished,0,0,0,1,0,,,,0,0,20000
2 BHK Flat,,Apartment,Resale,Mumbai,Shanti Ashram,"Shanti Ashram, Mumbai",13200000,1000,,,1,4,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,,,,1,0,13200
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",13500000,850,650,Sq-ft,2,1,Co-operative Society,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,15882.35294
4 BHK Flat,Radha Raman CHS,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",25000000,1594,,,4,6,,Ready to Move,Furnished,0,0,0,0,0,Rajesh Builders,,,1,1,15683.8143
1 BHK Flat,Legend 1 CHS,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",10000000,430,,,1,1,Co-operative Society,Ready to Move,Unfurnished,0,1,0,1,0,Legend Group,,,0,0,23255.81395
1 BHK Flat,Sai Vishram C H S Ltd,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",10500000,675,450,Sq-ft,2,2,Co-operative Society,Ready to Move,Unfurnished,0,1,1,1,1,Aaryadeep Builders,,Monthly,0,0,15555.55556
2 BHK Flat,Bhimashankar Heights,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",19500000,1250,753,Sq-ft,2,19,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Malhar Construction,3000,Monthly,1,0,15600
2 BHK Flat,Narayan Heritage CHS Ltd,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",13200000,820,600,Sq-ft,2,6,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,Gagangiri Development Corp,2800,Monthly,1,0,16097.56098
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",11000000,575,490,Sq-ft,2,3,Co-operative Society,Ready to Move,Semi-Furnished,1,0,0,0,0,,1400,Monthly,1,1,19130.43478
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",18100000,895,700,Sq-ft,2,10,,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,20223.46369
1 BHK Flat,Dahisar Sumati,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",11200000,415,,,2,10,Freehold,Ready to Move,Semi-Furnished,0,0,0,1,0,Bhatia Group Pvt. Ltd.,,,1,1,26987.95181
2 BHK Flat,,Apartment,Resale,Mumbai,Mhatre Wadi,"Mhatre Wadi, Mumbai",10500000,602,500,Sq-ft,1,2,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,,,Monthly,0,0,17441.86047
2 BHK Flat,,Apartment,Resale,Mumbai,Mhatre Wadi,"Mhatre Wadi, Mumbai",8000000,600,395,Sq-ft,1,1,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,1200,Monthly,1,0,13333.33333
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",18000000,1000,600,Sq-ft,2,9,Co-operative Society,Ready to Move,Semi-Furnished,1,1,1,1,1,,4000,Monthly,1,0,18000
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",9500000,833,555,Sq-ft,1,6,Freehold,Ready to Move,Furnished,1,1,1,1,1,,2700,Monthly,1,0,11404.56182
2 BHK Flat,Ekta Vivek,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",14000000,810,640,Sq-ft,2,4,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Mohanani Builders,2700,Monthly,0,0,17283.95062
1 BHK Flat,,Apartment,Resale,Mumbai,Mhatre Wadi,"Mhatre Wadi, Mumbai",11000000,510,400,Sq-ft,2,1,Co-operative Society,Ready to Move,Unfurnished,1,0,0,1,0,,,,0,0,21568.62745
3 BHK Flat,Galassia,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",27500000,1360,950,Sq-ft,2,17,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Dimple realtors Pvt. Ltd.,,,0,0,20220.58824
1 BHK Flat,Vaayu,Apartment,New Property,Mumbai,Dahisar West,"Dahisar West, Mumbai",11200000,650,440,Sq-ft,2,,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kolte Patil Developers Ltd.,32000,Monthly,1,0,17230.76923
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",14500000,568,425,Sq-ft,2,7,Co-operative Society,Ready to Move,Furnished,1,0,0,1,0,,2515,,1,0,25528.16901
2 BHK Flat,,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",14500000,900,627,Sq-ft,2,2,Co-operative Society,Ready to Move,Furnished,1,0,0,0,0,,,,1,0,16111.11111
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",7100000,610,550,Sq-ft,1,4,Co-operative Society,Ready to Move,Unfurnished,1,0,0,0,0,,1,Monthly,0,0,11639.34426
3 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",20000000,1500,900,Sq-ft,2,2,Co-operative Society,Ready to Move,Furnished,1,0,0,1,0,,3600,Monthly,2,0,13333.33333
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",9050000,550,452,Sq-ft,2,3,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,,,0,0,16454.54545
1 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",8950000,600,452,Sq-ft,2,,Co-operative Society,Ready to Move,Unfurnished,1,0,0,1,0,,0,,0,0,14916.66667
1 BHK Flat,,Apartment,Resale,Mumbai,Navagaon,"Navagaon, Mumbai",6800000,390,275,Sq-ft,1,,Co-operative Society,Ready to Move,Unfurnished,1,0,0,1,0,,0,,0,0,17435.89744
2 BHK Flat,Vaayu,Apartment,New Property,Mumbai,Navagaon,"Navagaon, Mumbai",19000000,884,684,Sq-ft,2,17,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kolte Patil Developers Ltd.,5,Per sq. Unit Monthly,5,1,21493.21267
2 BHK Flat,Prithvi Palace,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",15000000,850,650,Sq-ft,2,4,Co-operative Society,Ready to Move,Unfurnished,1,0,0,1,0,Prithvi Developers,2500,Monthly,1,0,17647.05882
1 BHK Flat,,Apartment,New Property,Mumbai,Kandarpada,"Kandarpada, Mumbai",12000000,504,388,Sq-ft,2,4,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,6000,Monthly,1,1,23809.52381
2 BHK Flat,Bhimashankar Heights,Apartment,Resale,Mumbai,Kandarpada,"Kandarpada, Mumbai",18700000,1200,770,Sq-ft,2,11,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Malhar Construction,8000,Monthly,1,1,15583.33333
2 BHK Flat,,Apartment,Resale,Mumbai,Dahisar West,"Dahisar West, Mumbai",13600000,758,610,Sq-ft,2,7,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,0,Monthly,1,0,17941.95251
